Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Developer
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,7.3,125.0,Ubisoft Romania
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,5.8,78.0,CI Games
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,8.5,86.0,WayForward
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,8.8,6.0,SystemSoft
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,7.6,9.0,Alfa System
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,8.1,46.0,Koei Tecmo Games
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,7.5,4.0,Exient Entertainment
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,8.2,9.0,Monte Cristo Multimedia
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,8.2,50.0,5pb
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,6.1,7.0,G.Rev
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0.0,0.0,0.04,4.3,16.0,PlatinumGames
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,8.8,115.0,1C: Maddox Games
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,5.0,7.0,Opus
Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,8.2,38.0,Pyro Studios
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,8.4,29.0,Telltale Games
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,6.3,4.0,"Namco Bandai Games America, Namco Bandai Games"
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,8.3,4.0,Hellbent Games
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,8.8,8.0,ArenaNet
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,4.5,6.0,EKO Software
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,7.7,6.0,Hypnotix
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,6.3,4.0,Dimps Corporation
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,8.9,26.0,Starbreeze
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,1.7,10.0,Panic Button
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,7.4,38.0,Fusionsphere Systems
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,7.0,4.0,EA Tiburon
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,8.3,13.0,Konami
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,6.9,28.0,"Examu, Marvelous Inc."
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,6.2,5.0,DC Studios
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,8.6,9.0,Eighting/Raizing
Clockwork Empires,PC,,Strategy,Unknown,0.0,0.04,0.0,0.0,0.04,3.8,5.0,Gaslamp Games
Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,8.2,116.0,Black Rock Studio
Resident Evil 6,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,5.9,868.0,"Capcom, QLOC"
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,7.3,23.0,Vicious Cycle
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,0.2,5.0,Data Design Interactive
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,1.0,218.0,"Eutechnyx, Deep Silver"
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,5.9,163.0,EA Games
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,8.1,7.0,Black Ship Games
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,5.8,10.0,Ubisoft Osaka
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,5.6,37.0,"Prope, Kadokawa"
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,5.7,15.0,Visual Concepts
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,7.1,13.0,Krome Studios
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,8.2,77.0,Maxis
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,6.3,4.0,Neko Entertainment
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,7.7,35.0,Traveller's Tales
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,7.7,40.0,Maxis
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,6.3,4.0,"Pipeworks Software, Inc."
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,8.6,7.0,Snap Dragon Games
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,6.8,12.0,Wicked Witch Software
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,6.5,57.0,Cyanide
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,7.7,40.0,Ascaron Entertainment GmbH
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,4.0,10.0,Starsphere Interactive
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,7.2,204.0,Relic
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,8.4,19.0,Arc System Works
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,5.5,4.0,3DO
Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,8.0,569.0,Paradox Development Studio
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,8.5,353.0,Capcom
Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,5.7,7.0,Blue Tongue Entertainment
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,4.9,22.0,"Atari, Slightly Mad Studios, Atari SA"
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,7.9,349.0,Nival Interactive
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,7.2,21.0,Kojima Productions
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,5.8,9.0,Terminal Reality
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,8.7,119.0,Ensemble Studios
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,8.3,19.0,5pb
Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,7.3,43.0,Sega
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,6.9,7.0,PopTop Software
GRID,PC,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,7.9,463.0,Codemasters
Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,7.8,16.0,FuRyu
Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,7.7,29.0,Engine Software
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,8.6,235.0,Relic
NHL Hitz Pro,GC,,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,7.8,5.0,Next Level Games
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,5.7,6.0,Mistic Software
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04,3.8,8.0,Monkey Bar Games
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,9.2,6.0,Team 17
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,9.0,274.0,Big Huge Games
Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,4.9,35.0,Best Way
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,8.4,73.0,Pyro Studios
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,5.0,8.0,Empire Interactive
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,8.5,13.0,Omega Force
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,6.1,9.0,SNK Playmore
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,6.4,34.0,Gaming Minds Studios
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,7.5,4.0,Konami
Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,7.0,342.0,Capcom
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,2.8,5.0,Double Helix Games
Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,8.5,6.0,Iridon Interactive AB
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,8.4,72.0,Bluepoint Games
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04,8.3,10.0,Arc System Works
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,6.7,7.0,Amuze
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,6.6,30.0,Capcom
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,8.8,1520.0,Rockstar North
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,5.1,7.0,Ubisoft Montreal
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,7.7,9.0,3G Studios
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,8.3,6.0,Naps Team
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,5.5,6.0,Telltale Games
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2.2,42.0,Hudson
Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,2.8,53.0,Mad Doc Software
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,7.6,26.0,Maxis
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,3.8,188.0,Slant Six
Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,8.8,24.0,Funcom
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,3.1,14.0,Trickstar Games
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,7.8,11.0,Kojima Productions
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,8.0,25.0,Gameloft
Gal Gun: Double Peace,PSV,2015,Action,PQube,0.0,0.02,0.01,0.01,0.04,8.1,10.0,"Alchemist, Inti Creates"
Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,6.4,17.0,Avalon Style
Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,7.4,14.0,Codemasters
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,2.2,5.0,Ubisoft Quebec
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,7.4,16.0,Blue 52
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,7.7,16.0,Bongfish
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,7.1,31.0,TT Games
Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,7.5,4.0,Codemasters
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,8.3,131.0,Lionhead Studios
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,7.2,6.0,EA Canada
Train Simulator 2016,PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,4.0,8.0,Dovetail Games
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,8.9,219.0,Gas Powered Games
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,8.5,11.0,Dimps Corporation
Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,6.2,210.0,Spark Unlimited
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,8.8,8.0,From Software
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,6.6,5.0,Q Entertainment
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,1.6,10.0,Dusenberry Martin Racing
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,6.3,4.0,Rising Star Games
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,7.7,498.0,Mercury Steam
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0.0,0.0,0.0,0.04,7.4,10.0,Nightlight Studios
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,7.4,396.0,Gearbox Software
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,7.9,16.0,Tri-Ace
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,7.3,8.0,EnjoyUp Games
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,6.4,83.0,"Climax Group, Climax Studios"
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,7.8,48.0,Team 17
Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,7.4,25.0,EA Canada
Caesar IV,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,7.6,43.0,Tilted Mill
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,6.2,26.0,Eutechnyx
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,8.8,4.0,KCEJ
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,8.1,25.0,Bandai Namco Games
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,5.7,269.0,"Reloaded Productions, Reloaded Games Inc."
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,4.8,4.0,Marvelous Entertainment
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,5.8,5.0,Traveller's Tales
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,7.1,34.0,EA Games
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,6.9,19.0,NoWay Studio
Chaos Wars,PS2,2006,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,6.9,9.0,Idea Factory
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,8.2,17.0,Irem
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,7.3,8.0,Artificial Mind and Movement
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,7.5,57.0,Radical Entertainment
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,6.3,15.0,System Prisma
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,8.3,4.0,SNK Playmore
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,7.2,50.0,KnowWonder
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.0,0.04,8.1,14.0,Sumo Digital
Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,6.5,8.0,CiRCLE
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,4.6,7.0,7 Studios
Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
Trine 2,PC,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,8.4,667.0,"Frozenbyte, Inc."
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,8.2,29.0,InLight Entertainment
Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,7.0,28.0,Urban Games
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,3.5,284.0,Deep Silver Dambuster Studios
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,8.0,5.0,Digital Mayhem
Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,8.4,9.0,Hydravision
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,8.0,6.0,Ubisoft Paris
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,8.0,30.0,Experience Inc.
World of Goo,PC,2008,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,8.5,607.0,2D Boy
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,6.5,17.0,Konami
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,7.1,17.0,"Fusionsphere Systems, Animation Arts"
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,6.8,6.0,Gaia (Sony)
Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,7.7,57.0,PopTop Software
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,7.7,478.0,GSC Game World
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,7.9,19.0,Ironclad Games
Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,7.4,16.0,People Can Fly
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,8.9,10.0,Jester Interactive
World in Conflict,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,8.1,301.0,Massive Entertainment
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,7.1,14.0,Arc System Works
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,4.8,5.0,Cyanide
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,8.1,242.0,Nixxes Software
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,7.5,580.0,Sucker Punch
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,5.1,22.0,Cyanide
RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,9.0,4.0,Point of View
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,7.5,82.0,Daedalic Entertainment
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,6.0,7.0,Xpec
TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,8.0,6.0,Codemasters
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,4.0,110.0,Cyanide
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03,7.9,10.0,DreamCatcher Interactive
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,8.0,5.0,Now Production
The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,6.0,33.0,Kylotonn
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,2.5,19.0,Enlight Software
Caesar III,PC,1998,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,8.7,50.0,Impressions Games
DarkStar One,PC,2006,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,7.2,54.0,Ascaron Entertainment GmbH
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,8.8,528.0,Io Interactive
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,6.9,15.0,Gearbox Software
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,7.0,78.0,TimeGate Studios
Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03,8.0,4.0,Rare Ltd.
Alpha Protocol,PC,2010,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,7.5,511.0,Obsidian Entertainment
Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,9.2,813.0,Black Isle Studios
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0.0,0.03,0.0,0.0,0.03,8.6,293.0,Raven Software
Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,7.3,4.0,Cranky Pants Games
Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,9.0,5.0,Lost Toys
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,6.5,4.0,Asobo Studio
Women's Volleyball Championship,PS2,2007,Sports,Spike,0.0,0.0,0.03,0.0,0.03,4.0,4.0,Spike
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,7.8,4.0,DreamFactory
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,8.7,7.0,Natsume
WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,7.8,19.0,Traveller's Tales
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0,0.03,8.8,9.0,MagicWand
Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,5.2,6.0,Little Orbit
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03,8.0,6.0,FUN Labs
Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,4.9,9.0,Milestone S.r.l
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,7.4,44.0,CyberConnect2
The Void,PC,2008,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,8.3,97.0,Ice-Pick Lodge
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,6.8,27.0,BattleGoat Studios
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,8.5,108.0,Big Huge Games
The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,3.4,5.0,Ubisoft Shanghai
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,7.7,23.0,Studio Saizensen
EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,7.5,4.0,Arika
Electroplankton,DS,2005,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,7.0,37.0,Indies Zero
