Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Developer
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,6.9,7.0,EA Canada
Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,5.7,6.0,Super Empire
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,6.4,8.0,Global A
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,7.1,7.0,Namco Bandai Games
Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0.0,0.0,0.03,5.4,5.0,Velez & Dubail
Apache: Air Assault,PC,2010,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03,7.5,18.0,Gaijin Entertainment
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03,8.0,282.0,Techland
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,7.5,308.0,"Volition Inc., Reactor Zero"
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,6.1,684.0,"Eidos Montreal, Nixxes Software"
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,4.9,18.0,Sonnori
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,6.6,218.0,Ubisoft Montreal
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,6.7,7.0,Maxis
RACE On,PC,2009,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,8.2,20.0,SimBin
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,6.3,15.0,Insomniac Games
The Binding of Isaac,PC,2012,Action,Unknown,0.0,0.03,0.0,0.0,0.03,8.3,1010.0,"Edmund McMillen, Florian Himsl"
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,6.2,6.0,Tiwak
Overlord II,PC,2009,Action,Codemasters,0.0,0.03,0.0,0.0,0.03,8.1,159.0,Triumph Studios
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,7.2,5.0,Opus Studio
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,5.4,11.0,"Gameinvest, Seed Studios, Lda"
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,8.7,288.0,Codemasters
Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,6.8,97.0,RedLynx
SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03,7.8,11.0,System 3
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,8.0,19.0,"Introversion, Double Eleven"
Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0.0,0.03,0.0,0.01,0.03,8.6,20.0,Creative Assembly
Breath of Fire III,PSP,2005,Role-Playing,Capcom,0.0,0.02,0.0,0.01,0.03,9.7,6.0,Capcom
Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.03,0.0,0.0,0.03,8.0,5.0,HB Studios Multimedia
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,7.3,44.0,Zerodiv
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.01,0.03,5.9,8.0,Cauldron Ltd.
Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,5.8,8.0,Broadsword Interactive
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,6.1,7.0,Microvision
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,3.3,86.0,Big Time Software
Top Gun: Hard Lock,PS3,2012,Action,505 Games,0.0,0.02,0.0,0.01,0.03,7.8,11.0,505 Games
F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,7.8,4.0,EA Sports
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,8.1,136.0,Best Way
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,7.8,9.0,Neversoft Entertainment
Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,5.8,19.0,"Viva Media, Viva Media, LLC"
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,8.8,188.0,ChunSoft
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,7.3,27.0,Iron Galaxy Studios
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,7.6,56.0,PlatinumGames
The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,5.4,59.0,HB Studios Multimedia
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,8.2,490.0,BioWare
Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,8.8,4.0,Bandai
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,7.3,9.0,Arc System Works
Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.0,0.0,0.03,7.0,10.0,Confounding Factor
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,7.9,7.0,Krome Studios
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,7.5,549.0,Eagle Dynamics
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,7.6,19.0,Team 17
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,7.3,6.0,Ubisoft Montreal
Ratatouille,PC,2007,Action,THQ,0.01,0.01,0.0,0.0,0.03,7.9,9.0,Asobo Studio
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,5.2,29.0,Ubisoft Paris
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,8.4,455.0,ArenaNet
Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,6.7,28.0,Bohemia Interactive
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,7.1,7.0,Farsight Studios
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,7.8,10.0,Genki
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,5.8,6.0,BudCat
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,8.3,128.0,Relic
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,8.3,70.0,Ubisoft
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,7.1,12.0,Taito Corporation
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,9.3,6.0,Namco
N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03,7.8,18.0,"Metanet Software Inc., SilverBirch Studios"
Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,9.1,89.0,Black Sea Studios
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,8.1,48.0,Headup Games
Terraria,WiiU,2016,Action,505 Games,0.0,0.03,0.0,0.0,0.03,6.9,7.0,"Engine Software, Re-Logic"
DJ Max Portable 3,PSP,2010,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,4.6,9.0,"PM Studios Inc., Pentavision Entertainment"
Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,7.1,89.0,Mad Doc Software
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,6.5,6.0,zSlide
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,8.1,7.0,Milestone S.r.l
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,5.8,8.0,Stormregion
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,5.8,162.0,LucasArts
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,7.5,6.0,"Big Blue Bubble Inc., Breakthrough New Media"
Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,8.2,1796.0,id Software
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,8.0,7.0,Prograph
SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,2.2,4572.0,Maxis
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,6.1,35.0,EA Bright Light
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,5.3,210.0,id Software
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,4.2,5.0,Magic Pockets
Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,8.9,9.0,NEC Interchannel
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,7.4,5.0,Koei Tecmo Games
GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.0,0.03,8.2,63.0,SimBin
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,6.9,583.0,"City Interactive, Deck 13"
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,7.5,8.0,SCEA
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,8.2,275.0,Ironclad Games
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,7.7,88.0,
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,6.8,130.0,Visual Concepts
Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,7.4,242.0,Capcom
007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,6.3,55.0,Treyarch
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,4.3,7.0,Telltale Games
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,7.2,5.0,Panther Software
Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,6.6,5.0,Attention To Detail
World of Zoo,PC,2009,Simulation,THQ,0.0,0.02,0.0,0.01,0.03,8.4,11.0,Blue Fang Games
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,7.0,4.0,Naps Team
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,5.2,19.0,Nitro Games
World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.03,5.2,9.0,Microsoft Game Studios
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,6.6,17.0,Traveller's Tales
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,8.5,6.0,Sumo Digital
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03,8.6,5.0,Natsume
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,4.6,78.0,Inti Creates
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,8.4,12.0,Compile Heart
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,8.4,124.0,Croteam
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,8.2,12.0,"Neverland, Idea Factory"
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,8.7,6.0,Microids
Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.0,0.03,8.6,819.0,"Number None Inc., Knockout Games"
Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.03,8.5,235.0,Microids
Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03,4.5,4.0,"Taito Corporation, 505 Games"
Jack Keane,PC,2008,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,7.0,21.0,Legacy Interactive
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0.0,0.0,0.03,6.2,5.0,Beenox
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,4.8,30.0,Milestone S.r.l
Battle vs. Chess,PC,,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,5.9,12.0,Targem Games
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,7.9,55.0,Traveller's Tales
Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,6.1,18.0,Still Alive Studios
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,7.3,4.0,Cauldron Ltd.
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,4.5,4.0,Backbone Entertainment
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,6.9,30.0,SCE Japan Studio
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,8.3,341.0,Amanita Design
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,7.8,13.0,Mobius Entertainment
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.0,0.0,0.0,0.03,7.9,10.0,Quicksilver Software
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,8.6,60.0,GSC Game World
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,3.5,4.0,Nordic Games Publishing
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,8.6,5.0,"Kush Games, Visual Concepts"
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,7.4,24.0,Arc System Works
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,7.4,57.0,Black Hole Games
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,8.5,11.0,Micro Cabin
Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0.0,0.01,0.03,8.2,6.0,System 3
Gotcha Force,GC,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,8.2,17.0,Capcom
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,6.0,20.0,Reflections Interactive
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,7.5,133.0,Digital Illusions
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,6.6,8.0,Blue Castle Games
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,8.4,52.0,Funcom
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,8.8,4.0,"Activision, Behaviour Interactive"
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,9.0,9.0,Eurocom Entertainment Software
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03,9.3,6.0,Vicarious Visions
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,9.0,802.0,Remedy Entertainment
Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,7.6,602.0,Arrowhead Game Studios
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,6.5,11.0,Magic Pockets
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,7.7,6.0,EA Sports
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,7.4,55.0,Spiders
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0.0,0.01,0.03,8.3,8.0,Acquire
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03,8.7,104.0,ArenaNet
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,6.1,34.0,Electronic Arts
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,6.7,10.0,TT Games
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,9.3,4.0,Exient Entertainment
MySims,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,6.4,8.0,EA Redwood Shores
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,7.3,24.0,Maxis
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,2.5,4.0,Dreamcatcher
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,4.7,46.0,"LucasArts, Krome Studios"
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,6.6,19.0,"Activision, Behaviour Interactive"
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,7.8,9.0,Acquire
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,7.5,257.0,"Mad Doc Software, Rockstar Vancouver"
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,3.2,26.0,"Frontier Developments, Various"
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,7.4,7.0,WayForward
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0.0,0.0,0.0,0.03,7.4,7.0,Natsume
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,7.8,6.0,Ensemble Studios
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,1.2,5.0,Direct Action Games
Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,7.3,9.0,Crea-Tech
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,8.3,15.0,Larian Studios
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,6.8,326.0,EA DICE
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,6.4,24.0,Games Farm
Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.0,0.03,6.3,87.0,Capcom
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,2.0,6.0,Data Design Interactive
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,7.9,222.0,Egosoft
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,6.2,12.0,Microids
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,5.3,9.0,Rebellion
SWAT 4,PC,2005,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,8.6,224.0,Irrational Games
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,8.6,327.0,Digital Illusions
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,6.6,5.0,49Games
Magicka Collection,PC,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,7.5,6.0,Paradox Interactive
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,6.2,11.0,Wizarbox
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,7.3,4.0,7 Studios
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.02,0.0,0.01,0.03,6.8,13.0,Arc System Works
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,6.4,11.0,"Neon Studios, Kaiko"
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,7.9,159.0,Gas Powered Games
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,8.4,46.0,Eidos Interactive
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,8.2,11.0,BioWare
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,6.1,7.0,PuzzleKings
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,6.2,257.0,Codemasters
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02,6.7,42.0,Pandemic Studios
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,3.7,6.0,Gameness Art Software
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,7.2,10.0,Climax Group
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,3.9,8.0,Monkey Bar Games
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02,8.0,4.0,Mindware Studios
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,8.0,8.0,Capcom
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,5.5,4.0,Konami
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,6.0,6.0,Terminal Reality
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,7.7,255.0,Square Enix
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,7.1,81.0,Compile Heart
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02,8.2,72.0,Square Enix
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,7.7,6.0,Artificial Mind and Movement
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,7.8,20.0,"Climax Group, Climax Studios"
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,6.5,565.0,Obsidian Entertainment
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,8.6,79.0,Petroglyph
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02,8.7,55.0,Blue Tongue Entertainment
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,7.9,374.0,EA Mythic
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,9.2,27.0,Deadline Games
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,4.2,5.0,"Atomic Planet Entertainment, Mud Duck Productions"
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,6.9,18.0,Team 17
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.02,5.3,4.0,Capcom
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,7.7,44.0,Blue Byte
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,5.4,8.0,MileStone Inc.
Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,7.6,7.0,Big Ant Studios
ParaWorld,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,8.3,23.0,SEK Ost
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,7.6,14.0,Neverland
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,6.5,36.0,The Tangentlemen
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,4.0,6.0,Crave
Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,7.0,4.0,Big Ant Studios
Pharaoh,PC,1998,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,8.6,45.0,Impressions Games
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,2.2,5.0,Dreamcatcher
Demigod,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,7.9,183.0,Gas Powered Games
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,8.7,6.0,Paradox Development Studio
