Name,Year_of_Release,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,is_multiplatform
Winx Club,2005,GBA,Shooter,Konami Digital Entertainment,Rainbow Studios,0.05,0.02,0.0,0.0,0.07,False
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,2010,PSP,Adventure,Sony Computer Entertainment,,0.0,0.0,0.07,0.0,0.07,False
SX Superstar,2003,"GC, XB",Racing,Acclaim Entertainment,Acclaim,0.06,0.02,0.0,0.0,0.07,True
Touch Detective: Nameko Shigeru,2013,3DS,Adventure,Success,,0.0,0.0,0.07,0.0,0.07,False
Let's Paint,2010,Wii,Simulation,Zoo Games,Zoo Games,0.07,0.0,0.0,0.0,0.07,False
Tokyo Beat Down,2008,DS,Action,Success,Success,0.06,0.0,0.0,0.0,0.07,False
Let's Ride! Friends Forever,2008,DS,Adventure,THQ,,0.07,0.0,0.0,0.01,0.07,False
Tokimeki Memorial Girl's Side Premium: 3rd Story,2012,PSP,Adventure,Konami Digital Entertainment,,0.0,0.0,0.07,0.0,0.07,False
My Fun Facts Coach,2008,DS,Misc,Ubisoft,Powerhead Games,0.07,0.0,0.0,0.01,0.07,False
Bomberman Max 2: Red Advance,2002,GBA,Puzzle,Vivendi Games,Hudson,0.05,0.02,0.0,0.0,0.07,False
Saint Seiya: Brave Soldiers,2013,PS3,Fighting,Namco Bandai Games,Dimps Corporation,0.0,0.01,0.06,0.0,0.07,False
My Dress-Up,2008,DS,Misc,Oxygen Interactive,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07,False
Totaled!,2002,XB,Racing,Rage Software,,0.05,0.02,0.0,0.0,0.07,False
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,2010,Wii,Sports,Konami Digital Entertainment,,0.0,0.0,0.07,0.0,0.07,False
Speed Zone,2009,Wii,Racing,Bethesda Softworks,Awesome Play Ltd.,0.01,0.05,0.0,0.01,0.07,False
Medabots 8,2014,3DS,Role-Playing,Rocket Company,,0.0,0.0,0.07,0.0,0.07,False
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,2015,3DS,Action,FuRyu,,0.0,0.0,0.07,0.0,0.07,False
Daniel X: The Ultimate Power,2010,DS,Action,THQ,Griptonite Games,0.06,0.0,0.0,0.0,0.07,False
Speed Racer,1996,PS,Racing,Tomy Corporation,,0.04,0.02,0.0,0.0,0.07,False
River City Ransom EX,2004,GBA,Action,Atlus,Million,0.05,0.02,0.0,0.0,0.07,False
BeatMania,2006,PS2,Simulation,Konami Digital Entertainment,Konami,0.03,0.03,0.0,0.01,0.07,False
River King: Mystic Valley (US sales),2007,DS,Sports,Rising Star Games,,0.07,0.0,0.0,0.0,0.07,False
Worms World Party,2001,"GBA, PC",Strategy,Ubisoft,Fluid Studios,0.04,0.02,0.0,0.0,0.07,True
Lifeline,2003,PS2,Adventure,Sony Computer Entertainment,SCEJ,0.03,0.03,0.0,0.01,0.07,False
Beat City,2010,DS,Misc,THQ,Universomo,0.06,0.0,0.0,0.0,0.07,False
Tornado,,DS,Action,Ignition Entertainment,Skonec,0.07,0.0,0.0,0.0,0.07,False
GunParade Orchestra: Shiro no Shou,2006,PS2,Adventure,Sony Computer Entertainment,,0.0,0.0,0.07,0.0,0.07,False
Mega Man: Battle & Chase,1997,PS,Racing,Capcom,,0.0,0.0,0.06,0.0,0.07,False
Archer Maclean's 3D Pool,2003,GBA,Misc,Crave Entertainment,,0.05,0.02,0.0,0.0,0.07,False
Torchlight,2009,PC,Role-Playing,JoWood Productions,Runic Games,0.0,0.06,0.0,0.01,0.07,False
Loons: The Fight For Fame,2002,XB,Action,Atari,,0.05,0.02,0.0,0.0,0.07,False
WipEout HD Fury,2009,PS3,Racing,Sony Computer Entertainment,Studio Liverpool,0.0,0.05,0.0,0.01,0.07,False
Mucha Lucha! Mascaritas of the Lost Code,2003,GBA,Fighting,Ubisoft,,0.05,0.02,0.0,0.0,0.07,False
Lost Heroes 2,2015,3DS,Action,Namco Bandai Games,,0.0,0.0,0.07,0.0,0.07,False
XBLAZE Code: Embryo,2013,"PS3, PSV",Adventure,Arc System Works,Arc System Works,0.03,0.0,0.02,0.01,0.07,True
Freddi Fish: Kelp Seed Mystery,2008,Wii,Adventure,Majesco Entertainment,Humongous Entertainment,0.06,0.0,0.0,0.0,0.07,False
G-Saviour,2000,PS2,Action,Sunrise Interactive,,0.0,0.0,0.07,0.0,0.07,False
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,2008,DS,Adventure,Alchemist,,0.0,0.0,0.07,0.0,0.07,False
Learn Geography,2009,DS,Misc,DreamCatcher Interactive,Trine Games,0.07,0.0,0.0,0.0,0.07,False
Maximum Chase,2002,XB,Racing,Microsoft Game Studios,Genki,0.05,0.02,0.0,0.0,0.07,False
Streets of Rage 3,1993,GEN,Action,Sega,,0.0,0.0,0.07,0.0,0.07,False
Mega Man Xtreme 2,2001,GB,Platform,Capcom,,0.0,0.0,0.07,0.0,0.07,False
Winning Post 7 2013,2013,"PS3, PSV",Sports,Tecmo Koei,,0.0,0.0,0.07,0.0,0.07,True
Boxing,2000,PS,Fighting,Midas Interactive Entertainment,,0.04,0.03,0.0,0.0,0.07,False
Space Hulk: Vengeance of the Blood Angels,1995,PS,Shooter,Electronic Arts,,0.04,0.03,0.0,0.0,0.07,False
Mugen Souls Z,2013,PS3,Role-Playing,Nippon Ichi Software,Compile Heart,0.02,0.01,0.04,0.01,0.07,False
Ride 2,2016,"PC, PS4, XOne",Racing,Milestone S.r.l,Milestone S.r.l,0.0,0.060000000000000005,0.0,0.01,0.07,True
Battlezone: Rise of the Black Dogs,2000,N64,Strategy,Crave Entertainment,,0.06,0.01,0.0,0.0,0.07,False
Tom Clancy's Ghost Recon 2,2005,GC,Shooter,Ubisoft,Ubisoft Shanghai,0.06,0.01,0.0,0.0,0.07,False
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,2014,3DS,Action,Nippon Columbia,,0.0,0.0,0.07,0.0,0.07,False
Hikaru no Go: Heian Gensou Ibunroku,2002,PS,Adventure,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.07,False
Myst,1995,PS,Adventure,Psygnosis,,0.0,0.0,0.07,0.0,0.07,False
Armored Core: Nine Breaker,2004,PS2,Simulation,505 Games,From Software,0.03,0.03,0.0,0.01,0.07,False
McFarlane's Evil Prophecy,,PS2,Action,Konami Digital Entertainment,Konami,0.03,0.03,0.0,0.01,0.07,False
Storybook Workshop,2009,Wii,Misc,Konami Digital Entertainment,Konami,0.06,0.0,0.0,0.01,0.07,False
Strike Point,1996,PS,Simulation,Elite,,0.04,0.03,0.0,0.0,0.07,False
"Horrid Henry: The Good, The Bad and The Bugly",2011,3DS,Platform,Asylum Entertainment,,0.0,0.06,0.0,0.01,0.07,False
Warhammer: Battle For Atluma,2006,PSP,Action,Namco Bandai Games,Sabertooth Games,0.06,0.0,0.0,0.01,0.07,False
My First Songs,2010,Wii,Misc,Mindscape,,0.0,0.06,0.0,0.01,0.07,False
Satisfashion,2010,"DS, Wii",Misc,Destineer,XS Games,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,True
Mario vs. Donkey Kong: Tipping Stars,2015,"3DS, WiiU",Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",0.0,0.0,0.06999999999999999,0.0,0.06999999999999999,True
Rugby League Live 3,2015,"PS3, PS4, X360, XOne",Action,Tru Blu Entertainment,Big Ant Studios,0.0,0.060000000000000005,0.0,0.0,0.06999999999999999,True
Chaos;Head Noah,2009,"PSP, PSV, X360",Adventure,5pb,,0.0,0.0,0.06999999999999999,0.0,0.06999999999999999,True
Dungeon Explorer: Warriors of Ancient Arts,2007,"DS, PSP",Role-Playing,Rising Star Games,Amble,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,True
Barbie and Her Sisters Puppy Rescue,2015,"3DS, Wii, WiiU",Action,Namco Bandai Games,"Torus Games, Little Orbit",0.0,0.06999999999999999,0.0,0.0,0.06999999999999999,True
Serious Sam II,2005,"PC, XB",Shooter,Take-Two Interactive,Croteam,0.05,0.02,0.0,0.0,0.06999999999999999,True
Metal Slug Anthology,2007,"PS2, PSP",Shooter,Ignition Entertainment,Terminal Reality,0.02,0.0,0.03,0.01,0.060000000000000005,True
Saints Row: Gat out of Hell,2015,"PS4, XOne",Action,Deep Silver,Volition Inc.,0.0,0.05,0.0,0.01,0.060000000000000005,True
Amnesia Later,2012,"PSP, PSV",Misc,Idea Factory,,0.0,0.0,0.060000000000000005,0.0,0.060000000000000005,True
Hitman (2016),2016,"PS4, XOne",Action,Square Enix,,0.0,0.05,0.0,0.01,0.060000000000000005,True
R.B.I. Baseball 2016,2016,"PS4, XOne",Sports,MLB.com,,0.060000000000000005,0.0,0.0,0.01,0.060000000000000005,True
Powerdrome,2004,"PS2, XB",Racing,Evolved Games,Argonaut Games,0.04,0.02,0.0,0.01,0.060000000000000005,True
UEFA Champions League 2006-2007,2007,"PSP, X360",Sports,Electronic Arts,EA Canada,0.05,0.01,0.0,0.0,0.060000000000000005,True
Root Letter,2016,"PS4, PSV",Adventure,PQube,Kadokawa,0.0,0.03,0.02,0.01,0.060000000000000005,True
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000,PS2,Simulation,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Starry ? Sky: In Summer,2010,PSP,Misc,Asgard,,0.0,0.0,0.06,0.0,0.06,False
The King of Route 66,2003,PS2,Racing,Sega,Sega,0.03,0.02,0.0,0.01,0.06,False
Earth Defense Force 2017 Portable,2012,PSV,Action,D3Publisher,Sandlot,0.0,0.0,0.06,0.0,0.06,False
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006,PSP,Misc,Daito,,0.0,0.0,0.06,0.0,0.06,False
GunGriffon II,1998,SAT,Simulation,ESP,,0.0,0.0,0.06,0.0,0.06,False
Toaru Kagaku no Chou Denjihou,2011,PSP,Adventure,Kadokawa Shoten,,0.0,0.0,0.06,0.0,0.06,False
The Legend of Heroes: Trails in the Sky Second Chapter,2007,PSP,Role-Playing,Falcom Corporation,,0.0,0.0,0.06,0.0,0.06,False
Jurassic Park III: Park Builder,2001,GBA,Simulation,Konami Digital Entertainment,Konami,0.04,0.02,0.0,0.0,0.06,False
Johnny Test,2011,DS,Platform,505 Games,"505 Games, Sarbakan Inc.",0.06,0.0,0.0,0.0,0.06,False
Kabuki Warriors,2001,XB,Action,Genki,Light Weight,0.05,0.01,0.0,0.0,0.06,False
Strike Force Bowling,2005,GC,Sports,Crave Entertainment,Crave,0.05,0.01,0.0,0.0,0.06,False
DropCast,2008,DS,Puzzle,THQ,Mikoishi,0.06,0.0,0.0,0.0,0.06,False
Hajime no Ippo Portable: Victorious Spirits,2007,PSP,Fighting,Grand Prix Games,,0.0,0.0,0.06,0.0,0.06,False
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000,DC,Sports,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Duke Nukem 3D: 20th Anniversary World Tour,2016,"PS4, XOne",Shooter,Gearbox Software,Gearbox Software,0.05,0.0,0.0,0.01,0.06,True
Tom Clancy's Ghost Recon: Advanced Warfighter,2006,PS2,Shooter,Ubisoft,Ubisoft Shanghai,0.03,0.02,0.0,0.01,0.06,False
Summon Night 2,2008,DS,Role-Playing,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Gunbird,1995,SAT,Shooter,Atlus,,0.0,0.0,0.06,0.0,0.06,False
Jumble Madness,2009,DS,Puzzle,Destineer,Anino Entertainment,0.06,0.0,0.0,0.0,0.06,False
July,1998,DC,Adventure,Fortyfive,,0.0,0.0,0.06,0.0,0.06,False
Tokyo Xtreme Racer Advance,2005,GBA,Racing,Crave Entertainment,David A. Palmer Productions,0.04,0.02,0.0,0.0,0.06,False
ESPN Winter X-Games: Snowboarding 2002,2000,GBA,Sports,Konami Digital Entertainment,,0.05,0.02,0.0,0.0,0.06,False
Gradius Collection,2006,PSP,Shooter,Konami Digital Entertainment,M2,0.04,0.0,0.02,0.0,0.06,False
Summer Challenge: Athletics Tournament,2011,"PS3, Wii",Sports,PQube,PQube,0.0,0.04,0.0,0.01,0.06,True
Dance Dance Revolution: Mario Mix (JP sales),2005,GC,Simulation,Nintendo,,0.0,0.0,0.05,0.0,0.06,False
Guilty Gear X: Advance Edition,2002,GBA,Fighting,Sammy Corporation,Arc System Works,0.04,0.02,0.0,0.0,0.06,False
Earth Defense Force 4.1: The Shadow of New Despair,2015,PS4,Shooter,Xseed Games,Sandlot,0.03,0.02,0.0,0.01,0.06,False
Dynasty Warriors Vs,2012,3DS,Action,Ackkstudios,Koei,0.0,0.0,0.06,0.0,0.06,False
Titan Quest,2006,PC,Role-Playing,THQ,Iron Lore Entertainment,0.01,0.04,0.0,0.01,0.06,False
Chou Soujuu Mecha MG,,DS,Simulation,,,0.0,0.0,0.06,0.0,0.06,False
Growlanser IV: Over Reloaded,2011,PSP,Role-Playing,Atlus,,0.0,0.0,0.06,0.0,0.06,False
Gold and Glory: The Road to El Dorado,2000,PS,Adventure,Ubisoft,Revolution Software,0.03,0.02,0.0,0.0,0.06,False
Dance Sensation!,2010,Wii,Misc,Majesco Entertainment,,0.06,0.0,0.0,0.0,0.06,False
Tokobot,2005,PSP,Platform,Take-Two Interactive,Tecmo,0.06,0.0,0.0,0.0,0.06,False
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008,DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
The Hustle: Detroit Streets,2006,"PS2, XB",Sports,Activision,Blade Interactive,0.03,0.02,0.0,0.01,0.06,True
Choro Q Marine: Q Boat,1998,PS,Racing,Takara,,0.0,0.0,0.05,0.0,0.06,False
Tokimeki no Houkago,1998,PS,Misc,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Elemental Gearbolt,1997,PS,Shooter,Sony Computer Entertainment,Alfa System,0.03,0.02,0.0,0.0,0.06,False
Starwinder: The Ultimate Space Race,1996,PS,Racing,Mindscape,,0.03,0.02,0.0,0.0,0.06,False
Eikan wa Kimini 2002: Koshien no Kodou,2002,PS2,Sports,DigiCube,,0.0,0.0,0.06,0.0,0.06,False
Godzilla (2014),2014,PS3,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Elite Forces: Unit 77,2009,DS,Strategy,Deep Silver,Gammick Entertainment,0.06,0.0,0.0,0.0,0.06,False
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,2010,PSP,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Dreamer Series: Zoo Keeper,2010,DS,Simulation,DreamCatcher Interactive,,0.06,0.0,0.0,0.0,0.06,False
Eigo de Tabisuru: Little Charo,2011,DS,Misc,Nintendo,,0.0,0.0,0.06,0.0,0.06,False
Sunrise Eiyuutan R,2000,PS2,Role-Playing,Sunrise Interactive,,0.0,0.0,0.06,0.0,0.06,False
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,2006,PSP,Misc,Sega,,0.0,0.0,0.06,0.0,0.06,False
Gun Showdown,2006,PSP,Action,Activision,"Rebellion, Neversoft Entertainment",0.05,0.0,0.0,0.01,0.06,False
Tom Clancy's Rainbow Six: Critical Hour,,XB,Shooter,Unknown,Ubisoft Quebec,0.04,0.01,0.0,0.0,0.06,False
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008,PS2,Misc,Paon,,0.0,0.0,0.06,0.0,0.06,False
Steambot Chronicles: Battle Tournament,2008,PSP,Fighting,Irem Software Engineering,Irem,0.05,0.0,0.01,0.01,0.06,False
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010,PSP,Role-Playing,Atlus,,0.0,0.0,0.06,0.0,0.06,False
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,2012,PS3,Action,Sega,,0.0,0.0,0.06,0.0,0.06,False
JoJo's Bizarre Adventure: Eyes of Heaven,2015,"PS3, PS4",Fighting,Namco Bandai Games,CyberConnect2,0.0,0.0,0.06,0.0,0.06,True
Drome Racers,2003,"GBA, GC",Racing,Electronic Arts,Attention To Detail,0.04,0.02,0.0,0.0,0.06,True
Emblem of Gundam,2008,DS,Strategy,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,2015,WiiU,Misc,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Hakuoki: Stories of the Shinsengumi,2010,PS3,Adventure,Idea Factory,Design Factory,0.03,0.0,0.03,0.01,0.06,False
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,2010,PSP,Misc,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Syndicate,1992,PC,Strategy,Electronic Arts,,0.0,0.05,0.0,0.01,0.06,False
Tanjou S Debut,1996,SAT,Simulation,NEC Interchannel,,0.0,0.0,0.06,0.0,0.06,False
G-Police: Weapons of Justice,1999,PS,Action,Psygnosis,,0.03,0.02,0.0,0.0,0.06,False
Doraemon: Nobita no Uchuu Eiyuuki,2015,3DS,Action,FuRyu,,0.0,0.0,0.06,0.0,0.06,False
Imagine: Cheerleader,2009,DS,Simulation,Ubisoft,1st Playable Productions,0.06,0.0,0.0,0.0,0.06,False
Imagine: Gymnast,2008,DS,Simulation,Ubisoft,Ubisoft,0.05,0.01,0.0,0.0,0.06,False
Discworld,1994,PS,Adventure,Psygnosis,,0.04,0.02,0.0,0.0,0.06,False
Splat Renegade Paintball,2005,XB,Sports,Take-Two Interactive,Cat Daddy Games,0.04,0.01,0.0,0.0,0.06,False
Imagine: Resort Owner,2010,DS,Strategy,Ubisoft,Magic Pockets,0.05,0.0,0.0,0.0,0.06,False
Impact Racing,1996,PS,Racing,JVC,,0.03,0.02,0.0,0.0,0.06,False
Coded Arms: Contagion,2007,PSP,Shooter,Konami Digital Entertainment,Creat Studios,0.05,0.0,0.0,0.01,0.06,False
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,2014,3DS,Adventure,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Crazy Chicken Tales,2009,Wii,Action,Conspiracy Entertainment,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,False
Toriko: Gourmet Battle!,2013,3DS,Role-Playing,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Tecmo Classic Arcade,2005,XB,Misc,Microsoft Game Studios,Tecmo,0.05,0.01,0.0,0.0,0.06,False
Farm Frenzy 3,2009,"DS, PC",Strategy,Alawar Entertainment,"Alawar Entertainment, Inc, Alawar Entertainment",0.0,0.05,0.0,0.01,0.06,True
The Pinball of the Dead,2002,GBA,Misc,Sega,Sega,0.05,0.02,0.0,0.0,0.06,False
G1 Jockey 2,2000,PS2,Sports,Tecmo Koei,,0.0,0.0,0.06,0.0,0.06,False
Infinite Stratos 2: Ignition Hearts,2014,"PS3, PSV",Adventure,5pb,,0.0,0.0,0.06,0.0,0.06,True
Teenage Mutant Ninja Turtles II: Back from the Sewers,1991,GB,Action,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Crazy Chicken: Pharaoh's Treasure,2007,DS,Puzzle,Phenomedia,,0.05,0.0,0.0,0.0,0.06,False
Higurashi Daybreak Portable,2008,PSP,Adventure,Alchemist,,0.0,0.0,0.06,0.0,0.06,False
Dino Pets,2009,DS,Simulation,Avanquest,Destineer,0.05,0.0,0.0,0.0,0.06,False
Insecticide,2008,DS,Action,Gamecock,Creat Studios,0.06,0.0,0.0,0.0,0.06,False
Hi Hi Puffy AmiYumi: Kaznapped,2005,GBA,Action,D3Publisher,,0.04,0.02,0.0,0.0,0.06,False
Ikki Tousen: Xross Impact,2010,PSP,Action,Marvelous Interactive,,0.0,0.0,0.06,0.0,0.06,False
Doraemon 4: Nobita to Toki no Okoku,1995,SNES,Platform,Epoch,,0.0,0.0,0.06,0.0,0.06,False
The Peanuts Movie: Snoopy's Grand Adventure,2015,"3DS, PS4",Action,Activision,"Activision, Behaviour Interactive",0.0,0.05,0.0,0.0,0.06,True
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007,PS2,Misc,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Foster's Home for Imaginary Friends: Imagination Invaders,2007,DS,Adventure,Midway Games,Sensory Sweep,0.06,0.0,0.0,0.0,0.06,False
Tournament of Legends,2010,Wii,Fighting,Sega,High Voltage Software,0.04,0.02,0.0,0.01,0.06,False
Hot Wheels: Burnin' Rubber,2001,GBA,Racing,THQ,Altron,0.05,0.02,0.0,0.0,0.06,False
The Sims 2: University,2005,PC,Simulation,Electronic Arts,Maxis,0.01,0.04,0.0,0.01,0.06,False
Corpse Party: Back to School Edition,2016,3DS,Adventure,Xseed Games,,0.05,0.0,0.0,0.01,0.06,False
Dissidia: Final Fantasy Universal Tuning,2009,PSP,Fighting,Square Enix,,0.0,0.0,0.06,0.0,0.06,False
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,2006,DS,Misc,Nintendo,,0.0,0.0,0.06,0.0,0.06,False
Friends: The One with All the Trivia,2005,PS2,Misc,Warner Bros. Interactive Entertainment,Artech Studios,0.03,0.02,0.0,0.01,0.06,False
Flipnic: Ultimate Pinball,2003,PS2,Misc,Ubisoft,SCEI,0.03,0.02,0.0,0.01,0.06,False
Flip's Twisted World,,Wii,Platform,Unknown,"Majesco Games, Majesco",0.05,0.0,0.0,0.0,0.06,False
Honeycomb Beat,2006,DS,Puzzle,Konami Digital Entertainment,Hudson,0.05,0.0,0.0,0.0,0.06,False
Disney's Magical Quest 2 Starring Mickey and Minnie,2003,GBA,Action,Capcom,Klein Computer Entertainment,0.05,0.02,0.0,0.0,0.06,False
Disney's Kim Possible: Global Gemini,2007,DS,Platform,Disney Interactive Studios,Artificial Mind and Movement,0.05,0.01,0.0,0.0,0.06,False
Fishing Master (jp sales),2007,Wii,Sports,Konami Digital Entertainment,,0.0,0.0,0.06,0.0,0.06,False
Disney's Chicken Little: Ace In Action,2006,DS,Shooter,Disney Interactive Studios,DC Studios,0.06,0.0,0.0,0.0,0.06,False
Cosmos Chaos!,2010,DS,Misc,Mentor Interactive,,0.06,0.0,0.0,0.0,0.06,False
Speed,2010,Wii,Racing,Unknown,Zoo Games,0.04,0.02,0.0,0.01,0.06,False
From The Abyss,2008,DS,Role-Playing,Nobilis,Sonic Powered,0.06,0.0,0.0,0.0,0.06,False
I Love Beauty: Hollywood Makeover,2009,DS,Misc,City Interactive,City Interactive,0.06,0.0,0.0,0.0,0.06,False
ICO,2011,PS3,Action,Sony Computer Entertainment,Bluepoint Games,0.0,0.0,0.06,0.0,0.06,False
Trapt,2005,PS2,Action,Tecmo Koei,Paon Corporation,0.03,0.02,0.0,0.01,0.06,False
Cold Stone Creamery: Scoop It Up,2009,Wii,Misc,Zoo Games,Zoo Games,0.06,0.0,0.0,0.0,0.06,False
Disney Sports Soccer,2002,"GBA, GC",Sports,Konami Digital Entertainment,KCEO,0.05,0.02,0.0,0.0,0.06,True
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009,PS2,Misc,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Fate/Tiger Colosseum Upper,2008,PSP,Fighting,Capcom,,0.0,0.0,0.06,0.0,0.06,False
Family Trainer: Treasure Adventure,2010,Wii,Sports,Namco Bandai Games,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,False
Interplay Sports Baseball 2000,1999,PS,Sports,Interplay,,0.03,0.02,0.0,0.0,0.06,False
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008,DS,Role-Playing,Square Enix,,0.0,0.0,0.06,0.0,0.06,False
Jacqueline Wilson's Tracy Beaker: The Game,2009,DS,Misc,P2 Games,,0.0,0.05,0.0,0.0,0.06,False
Exhibition Volume 5,2004,XB,Misc,Microsoft Game Studios,,0.04,0.01,0.0,0.0,0.06,False
Densha De Go! 3 Tsuukinhen,2001,PS2,Simulation,Taito,,0.0,0.0,0.06,0.0,0.06,False
EverQuest II: Destiny of Velious,2011,PC,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,False
Generation of Chaos,2005,PSP,Role-Playing,Midas Interactive Entertainment,Idea Factory,0.05,0.0,0.0,0.0,0.06,False
Genkai Tokki Monster Monpiece,2013,PSV,Strategy,Idea Factory,,0.0,0.0,0.06,0.0,0.06,False
Star Soldier: Vanishing Earth,1998,N64,Shooter,Hudson Entertainment,,0.05,0.01,0.0,0.0,0.06,False
Culdcept Revolt,2016,3DS,Strategy,Nintendo,,0.0,0.0,0.06,0.0,0.06,False
Ski Region Simulator,2011,PC,Simulation,Excalibur Publishing,Giants Software,0.0,0.05,0.0,0.01,0.06,False
Tonka Rescue Patrol,2003,GC,Action,TDK Mediactive,,0.05,0.01,0.0,0.0,0.06,False
Genkai Tokki: Moero Crystal,2015,PSV,Role-Playing,Compile Heart,,0.0,0.0,0.06,0.0,0.06,False
Escape from Bug Island,2006,Wii,Action,Eidos Interactive,Spike,0.04,0.01,0.01,0.0,0.06,False
Giants: Citizen Kabuto,2001,PS2,Shooter,Interplay,Digital Mayhem,0.03,0.02,0.0,0.01,0.06,False
D.C. II P.S.: Da Capo II Plus Situation,2008,PS2,Adventure,Kadokawa Shoten,,0.0,0.0,0.06,0.0,0.06,False
Dream C Club Portable,2010,PSP,Simulation,D3Publisher,,0.0,0.0,0.06,0.0,0.06,False
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,2012,PSP,Action,Idea Factory,,0.0,0.0,0.06,0.0,0.06,False
The Book of Unwritten Tales: The Critter Chronicles,2011,PC,Action,Crimson Cow,,0.0,0.05,0.0,0.01,0.06,False
Enchanted Arms (JP sales),2006,"PS3, X360",Role-Playing,Ubisoft,,0.0,0.0,0.06,0.0,0.06,True
Gintama no Sugoroku,2013,PSP,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Jewel Master: Cradle Of Rome 2,2011,"DS, PC",Puzzle,Rising Star Games,Rising Star Games,0.0,0.06,0.0,0.01,0.06,True
Jewel Quest IV: Heritage,2011,DS,Puzzle,iWin,Engine Software,0.0,0.05,0.0,0.01,0.06,False
Girls RPG: Cinderellife,2012,3DS,Role-Playing,Level 5,,0.0,0.0,0.06,0.0,0.06,False
Deathrow: Underground Team Combat,2002,XB,Sports,Ubisoft,,0.05,0.01,0.0,0.0,0.06,False
Super Mahjong 2: Honkaku 4Jin Uchi,1993,SNES,Misc,Imax,,0.0,0.0,0.06,0.0,0.06,False
Jewels of the Ages,2011,DS,Puzzle,City Interactive,City Interactive,0.03,0.02,0.0,0.01,0.06,False
Dreamer Series: Babysitter,2009,DS,Simulation,Deep Silver,Zig Zag,0.05,0.0,0.0,0.0,0.06,False
Gegege no Kitarou: Youkai Daigekisen,2008,DS,Action,Namco Bandai Games,,0.0,0.0,0.06,0.0,0.06,False
Desert Strike Advance,2002,GBA,Simulation,Electronic Arts,BudCat,0.05,0.02,0.0,0.0,0.06,False
Tenchi Muyou! Ryoukouki Gokuraku,1995,SAT,Adventure,Yumedia,,0.0,0.0,0.06,0.0,0.06,False
Dragon Rage,2001,PS2,Shooter,3DO,3DO,0.03,0.02,0.0,0.01,0.06,False
Sprung - A Game Where Everyone Scores,2004,DS,Adventure,Ubisoft,,0.06,0.0,0.0,0.0,0.06,False
